0,1,2,3
32,38,123,76.0
32,38,126,76.0
9,31,106,76.0
10,85,107,76.0
35,71,118,77.0
39,46,132,77.0
41,6,141,77.0
41,60,127,77.0
42,26,115,77.0
42,3,93,77.0
44,68,112,77.0
46,19,113,77.0
13,34,116,77.0
14,45,118,77.0
47,40,127,77.0
48,43,87,77.0
15,41,88,77.0
15,46,87,77.0
15,26,134,77.0
50,46,136,77.0
50,76,103,77.0
17,60,89,77.0
51,40,117,77.0
18,22,127,77.0
18,25,114,77.0
53,4,136,77.0
20,41,121,77.0
20,82,92,77.0
56,26,98,77.0
56,10,93,77.0
24,40,114,77.0
25,37,140,77.0
25,75,124,77.0
61,48,113,77.0
61,71,114,77.0
28,6,113,77.0
65,35,138,77.0
65,49,93,77.0
65,25,93,77.0
66,28,140,77.0
29,32,98,77.0
69,73,108,77.0
83,28,113,77.0
72,37,136,77.0
73,71,133,77.0
75,35,136,77.0
75,6,122,77.0
76,28,110,77.0
78,37,115,77.0
78,48,91,77.0
85,60,129,77.0
86,48,130,77.0
86,57,119,77.0
86,26,115,77.0
30,6,114,77.0
31,68,141,77.0
32,52,134,77.0
9,21,123,77.0
10,61,127,77.0
10,65,115,77.0
10,85,123,77.0
34,49,93,78.0
34,57,118,78.0
34,57,127,78.0
34,71,121,78.0
34,85,141,78.0
37,6,135,78.0
38,45,115,78.0
40,6,104,78.0
41,8,112,78.0
41,75,104,78.0
42,40,126,78.0
43,41,91,78.0
48,46,122,78.0
15,61,92,78.0
15,61,124,78.0
15,65,135,78.0
50,46,88,78.0
50,82,92,78.0
50,76,110,78.0
52,67,114,78.0
52,67,135,78.0
52,68,132,78.0
53,61,118,78.0
25,46,122,78.0
25,46,129,78.0
59,20,141,78.0
61,50,125,78.0
61,19,104,78.0
61,28,121,78.0
61,71,121,78.0
27,41,103,78.0
82,46,133,78.0
82,85,95,78.0
66,19,93,78.0
29,38,103,78.0
29,31,118,78.0
71,6,127,78.0
74,28,112,78.0
76,48,111,78.0
85,50,121,78.0
86,34,139,78.0
30,41,117,78.0
32,44,124,78.0
32,45,126,78.0
32,52,92,78.0
9,29,104,78.0
10,65,123,78.0
34,71,93,79.0
35,70,120,79.0
39,48,87,79.0
39,73,102,79.0
40,61,93,79.0
40,85,114,79.0
40,85,134,79.0
41,71,135,79.0
11,14,87,79.0
5,8,92,79.0
44,10,123,79.0
46,28,112,79.0
13,34,134,79.0
13,57,113,79.0
47,40,106,79.0
48,46,89,79.0
48,50,132,79.0
49,8,112,79.0
15,41,129,79.0
15,6,95,79.0
15,73,121,79.0
16,54,134,79.0
18,19,100,79.0
18,57,100,79.0
52,64,100,79.0
53,37,136,79.0
53,28,122,79.0
53,3,89,79.0
55,10,94,79.0
22,66,124,79.0
56,37,99,79.0
59,15,118,79.0
27,41,141,79.0
62,46,120,79.0
62,48,118,79.0
65,60,123,79.0
65,85,98,79.0
29,38,127,79.0
29,38,128,79.0
29,58,122,79.0
69,60,124,79.0
69,63,125,79.0
69,74,121,79.0
69,74,130,79.0
73,71,111,79.0
74,46,110,79.0
0,61,119,79.0
75,6,115,79.0
76,48,112,79.0
76,6,135,79.0
78,61,133,79.0
1,43,133,79.0
1,0,134,79.0
84,61,122,79.0
85,35,130,79.0
85,81,132,79.0
85,26,118,79.0
85,75,105,79.0
86,77,112,79.0
30,50,121,79.0
32,52,115,79.0
32,68,141,79.0
10,82,133,79.0
34,50,95,80.0
34,70,108,80.0
42,15,118,80.0
43,61,120,80.0
12,25,98,80.0
15,6,115,80.0
50,46,95,80.0
50,60,134,80.0
50,8,116,80.0
50,85,127,80.0
51,57,131,80.0
18,34,113,80.0
18,48,92,80.0
18,48,122,80.0
18,8,113,80.0
52,79,100,80.0
52,10,93,80.0
53,43,113,80.0
53,3,122,80.0
7,9,134,80.0
22,34,98,80.0
22,37,136,80.0
22,63,118,80.0
56,82,136,80.0
25,82,115,80.0
25,71,106,80.0
57,35,91,80.0
60,6,126,80.0
61,37,140,80.0
61,77,117,80.0
8,6,93,80.0
82,60,112,80.0
82,66,97,80.0
28,71,111,80.0
62,40,116,80.0
63,22,91,80.0
65,34,103,80.0
69,37,124,80.0
71,6,113,80.0
71,6,139,80.0
73,71,103,80.0
74,28,94,80.0
78,84,95,80.0
1,35,134,80.0
84,28,119,80.0
2,44,104,80.0
85,35,111,80.0
86,34,112,80.0
86,65,108,80.0
30,50,107,80.0
31,44,134,80.0
32,38,130,80.0
32,52,127,80.0
32,67,101,80.0
32,67,111,80.0
32,10,117,80.0
9,29,123,80.0
39,46,114,81.0
39,60,115,81.0
40,35,130,81.0
40,60,113,81.0
40,65,90,81.0
42,10,104,81.0
44,39,117,81.0
47,40,118,81.0
48,46,112,81.0
48,46,123,81.0
15,41,91,81.0
15,71,98,81.0
50,35,109,81.0
50,60,91,81.0
50,63,87,81.0
50,85,110,81.0
16,34,134,81.0
51,43,123,81.0
18,34,123,81.0
18,54,127,81.0
52,67,111,81.0
53,40,106,81.0
53,41,88,81.0
7,52,104,81.0
54,28,125,81.0
22,74,113,81.0
56,19,93,81.0
25,37,130,81.0
59,48,136,81.0
59,4,109,81.0
61,69,130,81.0
82,8,111,81.0
62,41,122,81.0
62,46,107,81.0
29,58,123,81.0
69,74,141,81.0
83,26,106,81.0
72,41,115,81.0
72,48,94,81.0
0,76,125,81.0
76,61,108,81.0
1,35,133,81.0
84,28,116,81.0
32,67,104,81.0
34,57,97,82.0
81,8,93,82.0
39,85,95,82.0
40,60,134,82.0
40,85,88,82.0
41,8,133,82.0
42,6,141,82.0
13,6,108,82.0
14,39,113,82.0
14,21,92,82.0
47,82,127,82.0
15,37,133,82.0
15,73,118,82.0
50,46,130,82.0
50,60,110,82.0
50,73,141,82.0
17,35,99,82.0
17,40,99,82.0
51,8,123,82.0
51,4,123,82.0
18,34,127,82.0
18,82,101,82.0
18,10,130,82.0
52,58,139,82.0
52,67,116,82.0
55,19,93,82.0
22,61,109,82.0
22,61,131,82.0
56,43,118,82.0
56,43,136,82.0
56,46,93,82.0
24,40,97,82.0
24,50,109,82.0
24,50,112,82.0
24,50,130,82.0
60,63,93,82.0
61,69,112,82.0
82,85,106,82.0
28,6,101,82.0
65,28,113,82.0
69,85,103,82.0
73,41,108,82.0
74,41,89,82.0
74,41,104,82.0
74,28,141,82.0
0,48,104,82.0
0,48,117,82.0
78,37,128,82.0
1,8,93,82.0
84,61,105,82.0
2,10,93,82.0
85,50,140,82.0
86,57,112,82.0
86,82,138,82.0
32,68,96,82.0
10,49,93,82.0
10,65,101,82.0
34,70,107,83.0
37,6,102,83.0
38,10,112,83.0
39,46,129,83.0
40,85,102,83.0
41,75,105,83.0
43,61,101,83.0
5,10,92,83.0
44,64,102,83.0
46,6,110,83.0
46,8,125,83.0
47,41,114,83.0
47,3,98,83.0
48,15,139,83.0
48,19,111,83.0
50,74,132,83.0
50,76,125,83.0
50,77,141,83.0
16,40,113,83.0
17,35,100,83.0
51,19,113,83.0
51,6,98,83.0
7,38,134,83.0
56,50,98,83.0
24,57,101,83.0
61,6,108,83.0
61,6,118,83.0
61,69,106,83.0
61,75,132,83.0
27,50,109,83.0
27,0,112,83.0
82,25,123,83.0
63,71,111,83.0
29,58,118,83.0
29,68,106,83.0
69,84,125,83.0
72,85,104,83.0
73,46,138,83.0
0,61,127,83.0
77,6,94,83.0
78,61,114,83.0
84,61,125,83.0
2,21,124,83.0
85,49,103,83.0
85,50,108,83.0
85,75,88,83.0
30,41,127,83.0
32,39,117,83.0
32,67,107,83.0
32,68,122,83.0
10,34,101,83.0
36,41,91,84.0
37,71,103,84.0
38,10,120,84.0
40,34,93,84.0
40,85,109,84.0
41,46,138,84.0
41,77,117,84.0
42,48,99,84.0
42,10,95,84.0
11,45,91,84.0
12,61,127,84.0
12,82,91,84.0
12,82,140,84.0
48,6,139,84.0
48,22,126,84.0
15,61,118,84.0
15,65,97,84.0
17,40,121,84.0
51,50,113,84.0
51,60,123,84.0
18,41,120,84.0
18,46,92,84.0
18,10,95,84.0
53,57,93,84.0
7,68,112,84.0
55,8,113,84.0
24,34,97,84.0
24,50,106,84.0
25,46,108,84.0
25,46,121,84.0
58,68,115,84.0
58,68,124,84.0
60,69,87,84.0
61,46,141,84.0
61,71,100,84.0
26,70,115,84.0
8,6,106,84.0
82,8,141,84.0
63,35,93,84.0
65,34,123,84.0
65,35,111,84.0
65,81,97,84.0
72,48,136,84.0
76,28,139,84.0
76,65,123,84.0
78,37,108,84.0
2,58,91,84.0
2,58,97,84.0
85,50,88,84.0
85,8,95,84.0
85,75,106,84.0
86,57,91,84.0
32,68,137,84.0
10,63,93,84.0
34,50,132,85.0
34,70,127,85.0
39,85,91,85.0
41,35,103,85.0
41,71,122,85.0
42,35,106,85.0
5,22,100,85.0
12,82,100,85.0
45,39,130,85.0
48,22,90,85.0
15,41,87,85.0
15,46,110,85.0
15,65,131,85.0
50,37,106,85.0
17,82,92,85.0
52,68,136,85.0
53,0,89,85.0
20,61,109,85.0
22,66,121,85.0
25,37,117,85.0
25,46,87,85.0
25,46,132,85.0
25,75,139,85.0
25,77,100,85.0
57,26,90,85.0
59,48,94,85.0
61,66,118,85.0
61,75,89,85.0
61,77,133,85.0
26,71,93,85.0
8,0,120,85.0
82,71,112,85.0
65,82,132,85.0
29,44,131,85.0
72,48,122,85.0
72,61,125,85.0
73,71,118,85.0
76,48,119,85.0
76,28,114,85.0
1,61,91,85.0
84,61,136,85.0
84,73,137,85.0
2,21,134,85.0
2,58,109,85.0
2,64,104,85.0
85,26,127,85.0
85,8,105,85.0
86,48,139,85.0
86,65,114,85.0
86,77,91,85.0
32,45,90,85.0
32,58,140,85.0
32,10,91,85.0
10,35,115,85.0
10,6,127,85.0
81,6,93,86.0
38,67,101,86.0
38,68,125,86.0
41,37,119,86.0
42,35,109,86.0
42,15,121,86.0
42,26,101,86.0
11,31,128,86.0
43,61,117,86.0
44,52,91,86.0
47,41,108,86.0
48,19,112,86.0
49,35,118,86.0
15,46,106,86.0
15,19,93,86.0
15,6,119,86.0
50,74,111,86.0
50,84,99,86.0
18,41,95,86.0
53,35,136,86.0
53,10,136,86.0
24,50,95,86.0
57,63,100,86.0
58,68,121,86.0
60,20,89,86.0
82,49,130,86.0
28,26,114,86.0
65,49,105,86.0
65,85,123,86.0
29,52,129,86.0
29,32,93,86.0
69,6,122,86.0
69,85,118,86.0
83,63,108,86.0
74,48,118,86.0
0,48,100,86.0
76,6,105,86.0
84,41,95,86.0
85,19,111,86.0
85,71,105,86.0
86,63,133,86.0
32,52,114,86.0
32,68,101,86.0
9,11,97,86.0
34,8,104,87.0
81,6,114,87.0
38,10,131,87.0
39,63,93,87.0
39,71,140,87.0
40,26,101,87.0
40,65,102,87.0
40,84,116,87.0
11,45,100,87.0
5,26,103,87.0
44,52,126,87.0
12,50,90,87.0
13,41,124,87.0
48,57,116,87.0
48,71,103,87.0
15,26,92,87.0
15,75,96,87.0
50,37,97,87.0
50,49,108,87.0
50,26,113,87.0
50,28,108,87.0
50,76,105,87.0
51,40,105,87.0
18,40,113,87.0
18,8,95,87.0
18,82,129,87.0
7,52,100,87.0
7,68,105,87.0
22,61,121,87.0
22,28,134,87.0
61,69,114,87.0
82,25,133,87.0
82,25,141,87.0
65,75,106,87.0
29,52,135,87.0
78,37,111,87.0
84,28,136,87.0
85,61,89,87.0
85,71,111,87.0
86,63,93,87.0
30,41,91,87.0
32,68,112,87.0
10,76,115,87.0
37,6,119,88.0
39,71,141,88.0
40,63,134,88.0
41,37,88,88.0
41,37,100,88.0
42,6,117,88.0
44,52,101,88.0
13,50,138,88.0
14,58,100,88.0
50,35,111,88.0
50,48,93,88.0
50,6,135,88.0
50,74,115,88.0
50,76,99,88.0
50,85,106,88.0
17,60,112,88.0
18,61,91,88.0
18,82,114,88.0
24,50,125,88.0
25,74,118,88.0
61,41,95,88.0
82,37,141,88.0
65,82,116,88.0
29,52,112,88.0
29,52,128,88.0
83,37,93,88.0
83,71,113,88.0
75,6,95,88.0
76,48,89,88.0
76,74,138,88.0
76,85,88,88.0
2,7,104,88.0
85,57,122,88.0
32,10,100,88.0
9,52,134,88.0
9,31,118,88.0
10,34,102,88.0
10,85,132,88.0
35,6,130,89.0
37,6,107,89.0
37,70,103,89.0
38,10,126,89.0
44,68,101,89.0
12,6,107,89.0
12,82,135,89.0
14,68,116,89.0
47,35,94,89.0
15,34,96,89.0
15,65,121,89.0
15,73,87,89.0
50,37,120,89.0
50,26,88,89.0
50,63,108,89.0
16,82,114,89.0
51,26,113,89.0
51,4,93,89.0
52,58,112,89.0
53,19,98,89.0
53,26,98,89.0
53,4,89,89.0
22,74,97,89.0
56,82,98,89.0
8,6,122,89.0
82,66,133,89.0
64,68,97,89.0
66,20,87,89.0
75,6,88,89.0
76,6,114,89.0
77,6,131,89.0
85,46,123,89.0
86,75,115,89.0
10,34,112,89.0
10,34,124,89.0
35,26,105,90.0
81,35,103,90.0
38,45,133,90.0
39,71,115,90.0
40,6,120,90.0
40,6,141,90.0
5,50,140,90.0
44,68,130,90.0
12,50,106,90.0
48,22,112,90.0
15,6,135,90.0
15,65,118,90.0
15,71,127,90.0
50,60,88,90.0
50,60,118,90.0
50,76,102,90.0
50,84,135,90.0
50,85,108,90.0
52,10,94,90.0
52,10,126,90.0
54,8,113,90.0
22,61,116,90.0
56,40,93,90.0
56,15,136,90.0
56,57,89,90.0
56,8,93,90.0
25,37,113,90.0
61,69,88,90.0
61,77,121,90.0
26,19,113,90.0
27,25,101,90.0
82,8,112,90.0
69,74,110,90.0
69,85,91,90.0
72,61,119,90.0
73,28,106,90.0
76,41,111,90.0
76,61,88,90.0
76,28,105,90.0
77,28,107,90.0
78,37,112,90.0
1,25,113,90.0
1,60,112,90.0
2,21,128,90.0
86,54,134,90.0
86,75,103,90.0
30,28,130,90.0
33,41,140,90.0
34,85,123,91.0
39,6,127,91.0
39,71,134,91.0
41,37,140,91.0
41,54,95,91.0
41,8,103,91.0
41,28,95,91.0
41,75,108,91.0
44,67,101,91.0
46,28,137,91.0
48,6,111,91.0
48,26,111,91.0
49,8,118,91.0
15,61,115,91.0
50,6,96,91.0
16,50,141,91.0
18,8,93,91.0
52,68,116,91.0
7,38,100,91.0
21,38,100,91.0
55,41,105,91.0
22,74,95,91.0
59,4,130,91.0
61,50,141,91.0
8,71,113,91.0
82,37,112,91.0
82,71,105,91.0
62,48,122,91.0
62,50,107,91.0
65,35,93,91.0
65,35,95,91.0
65,50,116,91.0
65,82,95,91.0
69,81,115,91.0
69,74,107,91.0
83,37,124,91.0
74,41,135,91.0
0,70,140,91.0
76,48,94,91.0
76,6,107,91.0
2,21,102,91.0
85,26,122,91.0
32,44,128,91.0
9,31,117,91.0
10,82,90,91.0
10,77,101,91.0
34,61,141,92.0
37,71,120,92.0
40,65,101,92.0
40,85,98,92.0
41,6,95,92.0
42,35,115,92.0
43,73,124,92.0
44,45,130,92.0
44,52,113,92.0
13,41,92,92.0
47,41,104,92.0
15,41,122,92.0
15,41,124,92.0
17,50,92,92.0
51,20,123,92.0
52,68,99,92.0
52,68,138,92.0
53,41,87,92.0
53,41,109,92.0
53,10,98,92.0
7,23,103,92.0
54,71,113,92.0
55,0,89,92.0
22,74,119,92.0
25,75,110,92.0
58,68,122,92.0
59,15,139,92.0
61,19,113,92.0
61,6,123,92.0
61,75,135,92.0
27,41,108,92.0
62,50,117,92.0
29,32,103,92.0
83,70,106,92.0
74,41,94,92.0
75,6,106,92.0
76,48,95,92.0
76,61,122,92.0
76,73,111,92.0
78,61,88,92.0
78,61,89,92.0
32,68,131,92.0
36,48,112,93.0
41,75,100,93.0
45,58,116,93.0
14,21,113,93.0
15,73,106,93.0
50,49,133,93.0
50,60,109,93.0
50,74,87,93.0
18,20,113,93.0
53,60,93,93.0
53,26,94,93.0
56,4,98,93.0
24,40,95,93.0
57,25,100,93.0
82,75,113,93.0
28,71,88,93.0
65,8,123,93.0
69,74,98,93.0
69,85,130,93.0
83,63,106,93.0
74,46,122,93.0
0,65,125,93.0
76,41,135,93.0
84,41,116,93.0
84,61,141,93.0
84,73,103,93.0
2,68,113,93.0
85,8,112,93.0
86,75,100,93.0
32,52,109,93.0
32,52,128,93.0
32,58,105,93.0
9,11,128,93.0
10,65,132,93.0
37,35,118,94.0
38,39,100,94.0
38,67,102,94.0
41,6,113,94.0
42,60,118,94.0
44,68,96,94.0
45,52,100,94.0
46,28,132,94.0
47,6,136,94.0
47,28,94,94.0
48,57,112,94.0
15,46,111,94.0
15,46,116,94.0
50,35,90,94.0
50,19,120,94.0
50,63,102,94.0
50,85,134,94.0
18,60,127,94.0
53,35,89,94.0
53,41,107,94.0
53,41,131,94.0
25,37,110,94.0
57,50,115,94.0
58,68,98,94.0
61,48,104,94.0
61,71,89,94.0
82,35,100,94.0
62,82,118,94.0
66,28,110,94.0
71,6,135,94.0
72,48,89,94.0
73,19,106,94.0
73,75,137,94.0
74,61,112,94.0
74,28,139,94.0
76,48,110,94.0
76,6,108,94.0
78,37,88,94.0
78,48,129,94.0
78,61,119,94.0
84,61,106,94.0
30,28,103,94.0
32,68,109,94.0
10,85,116,94.0
34,70,113,95.0
34,71,107,95.0
38,67,125,95.0
39,34,128,95.0
40,77,130,95.0
40,85,112,95.0
41,46,125,95.0
41,28,130,95.0
41,75,124,95.0
42,28,113,95.0
44,39,108,95.0
14,45,100,95.0
47,40,93,95.0
48,37,105,95.0
49,26,93,95.0
15,34,121,95.0
15,46,121,95.0
15,76,96,95.0
15,85,135,95.0
50,84,111,95.0
50,85,87,95.0
17,50,88,95.0
17,50,102,95.0
53,57,94,95.0
53,28,93,95.0
20,61,116,95.0
54,19,118,95.0
22,26,134,95.0
24,50,132,95.0
25,46,135,95.0
25,75,130,95.0
57,50,117,95.0
61,75,136,95.0
82,69,112,95.0
28,71,101,95.0
29,52,106,95.0
69,6,137,95.0
69,28,130,95.0
72,61,117,95.0
73,75,105,95.0
0,61,117,95.0
84,6,100,95.0
85,8,132,95.0
86,19,130,95.0
32,68,102,95.0
10,34,141,95.0
10,65,118,95.0
34,63,118,96.0
38,45,101,96.0
41,6,103,96.0
41,8,113,96.0
5,60,100,96.0
47,40,105,96.0
15,41,95,96.0
15,6,117,96.0
50,48,141,96.0
50,76,123,96.0
53,19,94,96.0
7,32,134,96.0
20,46,128,96.0
21,44,100,96.0
22,61,125,96.0
59,41,93,96.0
8,6,118,96.0
27,0,126,96.0
62,43,118,96.0
65,50,95,96.0
29,38,94,96.0
69,28,136,96.0
71,6,98,96.0
75,6,133,96.0
76,61,116,96.0
76,28,112,96.0
76,28,136,96.0
76,28,140,96.0
77,6,89,96.0
2,31,113,96.0
85,26,132,96.0
30,61,118,96.0
32,38,92,96.0
32,44,123,96.0
32,52,124,96.0
9,39,113,96.0
36,50,127,97.0
39,61,134,97.0
39,71,133,97.0
41,46,122,97.0
41,28,127,97.0
12,82,138,97.0
46,26,105,97.0
13,28,134,97.0
48,60,114,97.0
48,77,123,97.0
15,46,104,97.0
50,34,133,97.0
50,37,99,97.0
50,41,110,97.0
50,26,118,97.0
50,74,131,97.0
50,84,106,97.0
50,84,116,97.0
52,58,131,97.0
25,37,123,97.0
25,28,115,97.0
59,19,93,97.0
61,77,91,97.0
62,39,122,97.0
29,58,109,97.0
69,37,103,97.0
69,46,136,97.0
0,70,134,97.0
78,76,130,97.0
84,61,112,97.0
30,39,113,97.0
36,50,139,98.0
41,6,97,98.0
42,82,127,98.0
14,38,100,98.0
15,6,120,98.0
15,61,108,98.0
15,73,105,98.0
50,84,127,98.0
51,82,123,98.0
18,40,126,98.0
25,77,106,98.0
82,8,113,98.0
66,28,106,98.0
83,85,117,98.0
72,61,109,98.0
74,28,123,98.0
0,61,130,98.0
76,41,91,98.0
76,41,112,98.0
32,52,87,98.0
32,52,126,98.0
10,85,102,98.0
41,8,93,99.0
41,8,141,99.0
44,68,97,99.0
46,6,119,99.0
47,82,113,99.0
15,61,139,99.0
15,74,87,99.0
50,81,121,99.0
50,73,136,99.0
50,77,109,99.0
50,84,104,99.0
17,40,127,99.0
52,68,121,99.0
53,26,89,99.0
7,21,123,99.0
54,8,93,99.0
22,6,93,99.0
56,35,113,99.0
25,76,127,99.0
58,68,91,99.0
58,68,117,99.0
58,68,141,99.0
59,4,127,99.0
26,8,113,99.0
69,6,114,99.0
69,74,119,99.0
75,6,130,99.0
76,6,136,99.0
76,73,105,99.0
78,41,111,99.0
84,61,98,99.0
85,60,127,99.0
34,28,141,100.0
35,8,118,100.0
38,44,115,100.0
39,85,112,100.0
40,82,134,100.0
44,39,109,100.0
44,52,134,100.0
46,28,104,100.0
46,28,123,100.0
47,41,88,100.0
48,6,106,100.0
15,41,118,100.0
15,41,120,100.0
15,46,88,100.0
50,74,119,100.0
50,76,90,100.0
50,85,96,100.0
51,57,130,100.0
19,8,113,100.0
52,68,141,100.0
53,82,136,100.0
54,28,105,100.0
61,69,132,100.0
62,46,118,100.0
74,41,91,100.0
76,48,136,100.0
76,61,110,100.0
77,6,132,100.0
85,25,89,100.0
85,71,89,100.0
33,40,118,100.0
10,61,134,100.0
34,63,107,101.0
38,10,100,101.0
39,46,134,101.0
41,35,130,101.0
41,37,135,101.0
5,6,123,101.0
44,10,130,101.0
12,50,140,101.0
48,6,87,101.0
48,28,103,101.0
50,75,126,101.0
17,41,95,101.0
17,0,99,101.0
18,10,127,101.0
52,10,113,101.0
7,45,134,101.0
21,23,128,101.0
22,74,88,101.0
25,46,95,101.0
25,6,121,101.0
58,64,106,101.0
61,48,100,101.0
61,26,111,101.0
61,75,119,101.0
62,10,118,101.0
71,70,120,101.0
73,75,124,101.0
74,6,106,101.0
0,70,124,101.0
75,6,109,101.0
77,6,95,101.0
84,61,91,101.0
2,32,134,101.0
85,35,121,101.0
32,67,132,101.0
33,50,125,101.0
9,44,100,101.0
10,35,88,101.0
10,85,87,101.0
10,85,139,101.0
41,35,124,102.0
42,41,95,102.0
42,6,130,102.0
44,39,130,102.0
48,81,87,102.0
49,28,93,102.0
15,37,114,102.0
50,60,92,102.0
50,84,93,102.0
18,50,100,102.0
52,58,90,102.0
53,81,93,102.0
22,61,118,102.0
56,37,113,102.0
25,82,107,102.0
61,50,88,102.0
82,71,133,102.0
62,37,89,102.0
62,43,136,102.0
63,35,114,102.0
29,32,108,102.0
69,85,88,102.0
73,46,118,102.0
0,70,139,102.0
75,6,103,102.0
75,28,97,102.0
78,37,106,102.0
85,26,125,102.0
86,57,100,102.0
32,44,115,102.0
32,68,88,102.0
32,10,118,102.0
10,34,123,102.0
38,68,101,103.0
40,28,130,103.0
42,50,96,103.0
42,0,104,103.0
42,10,100,103.0
44,52,97,103.0
50,37,123,103.0
50,82,115,103.0
50,84,108,103.0
51,48,89,103.0
51,15,127,103.0
18,50,106,103.0
52,68,88,103.0
53,0,98,103.0
55,82,94,103.0
55,10,93,103.0
59,41,113,103.0
61,37,119,103.0
61,48,136,103.0
61,50,136,103.0
62,48,136,103.0
72,61,92,103.0
0,74,125,103.0
77,6,102,103.0
77,6,135,103.0
30,40,95,103.0
30,50,131,103.0
30,61,120,103.0
30,61,135,103.0
34,50,136,104.0
37,6,98,104.0
41,6,130,104.0
41,60,93,104.0
46,19,93,104.0
46,19,125,104.0
46,28,122,104.0
50,37,110,104.0
18,50,139,104.0
53,40,122,104.0
7,52,134,104.0
21,45,113,104.0
22,6,133,104.0
25,46,102,104.0
58,68,94,104.0
58,68,114,104.0
60,26,132,104.0
76,48,88,104.0
76,6,91,104.0
78,41,131,104.0
1,46,133,104.0
1,48,133,104.0
84,61,139,104.0
84,28,123,104.0
85,19,89,104.0
86,34,130,104.0
32,67,126,104.0
32,79,130,104.0
33,41,135,104.0
36,41,108,105.0
39,46,115,105.0
48,46,105,105.0
18,35,100,105.0
18,41,121,105.0
53,10,113,105.0
55,57,89,105.0
25,46,90,105.0
60,35,115,105.0
61,37,89,105.0
61,69,94,105.0
61,71,98,105.0
61,75,120,105.0
65,50,129,105.0
69,74,104,105.0
83,8,97,105.0
74,28,117,105.0
78,85,98,105.0
32,68,99,105.0
32,68,133,105.0
32,68,139,105.0
35,26,101,106.0
41,48,113,106.0
41,19,113,106.0
42,10,123,106.0
12,6,123,106.0
15,46,130,106.0
15,61,87,106.0
50,63,98,106.0
50,73,124,106.0
17,50,141,106.0
17,61,95,106.0
51,6,94,106.0
53,28,98,106.0
21,23,118,106.0
22,66,123,106.0
25,46,112,106.0
57,63,93,106.0
58,68,99,106.0
60,0,93,106.0
61,6,113,106.0
61,66,104,106.0
62,6,98,106.0
65,85,95,106.0
29,44,134,106.0
69,6,99,106.0
0,48,134,106.0
76,28,141,106.0
85,19,123,106.0
85,8,127,106.0
33,34,124,106.0
33,50,103,106.0
81,6,134,107.0
41,48,107,107.0
41,6,124,107.0
41,71,119,107.0
45,39,141,107.0
47,40,94,107.0
48,25,139,107.0
50,34,88,107.0
50,63,141,107.0
50,85,121,107.0
17,0,114,107.0
51,82,118,107.0
19,6,106,107.0
52,68,118,107.0
52,68,125,107.0
53,40,94,107.0
53,40,136,107.0
20,41,130,107.0
57,49,100,107.0
59,28,93,107.0
61,37,114,107.0
61,50,91,107.0
28,6,114,107.0
65,41,113,107.0
66,28,118,107.0
73,48,106,107.0
74,41,117,107.0
76,48,138,107.0
78,37,102,107.0
84,41,103,107.0
30,6,125,107.0
32,10,112,107.0
10,6,139,107.0
10,85,109,107.0
42,41,117,108.0
44,52,109,108.0
14,44,100,108.0
15,61,97,108.0
50,26,121,108.0
50,82,134,108.0
50,74,109,108.0
7,31,134,108.0
7,32,100,108.0
24,50,129,108.0
27,34,101,108.0
65,35,132,108.0
65,50,120,108.0
69,6,97,108.0
83,66,108,108.0
71,6,111,108.0
75,28,106,108.0
75,0,127,108.0
76,48,91,108.0
76,6,94,108.0
76,28,107,108.0
85,50,112,108.0
85,19,125,108.0
32,10,139,108.0
10,65,141,108.0
39,48,115,109.0
41,49,113,109.0
11,32,106,109.0
44,39,123,109.0
44,39,126,109.0
50,37,127,109.0
50,6,90,109.0
50,6,112,109.0
51,10,106,109.0
18,50,127,109.0
18,82,100,109.0
19,6,114,109.0
54,28,118,109.0
56,40,118,109.0
25,37,100,109.0
27,50,130,109.0
69,73,103,109.0
69,85,100,109.0
75,6,94,109.0
77,6,90,109.0
84,41,133,109.0
32,44,90,109.0
10,65,112,109.0
38,44,130,110.0
39,46,91,110.0
40,65,124,110.0
12,50,96,110.0
12,50,121,110.0
49,19,93,110.0
50,34,101,110.0
16,82,112,110.0
18,34,134,110.0
52,68,104,110.0
52,68,122,110.0
58,64,114,110.0
61,6,111,110.0
61,71,135,110.0
8,70,140,110.0
62,26,93,110.0
65,50,106,110.0
65,26,111,110.0
65,85,93,110.0
73,65,106,110.0
75,6,87,110.0
76,41,139,110.0
76,28,117,110.0
76,28,122,110.0
78,48,124,110.0
78,61,95,110.0
84,41,106,110.0
84,61,104,110.0
85,49,112,110.0
85,60,89,110.0
31,45,134,110.0
32,58,90,110.0
32,67,106,110.0
9,31,93,110.0
9,32,100,110.0
38,39,127,111.0
38,45,100,111.0
39,46,141,111.0
41,37,108,111.0
41,71,89,111.0
41,77,95,111.0
49,6,98,111.0
15,46,103,111.0
15,61,103,111.0
50,46,108,111.0
50,60,116,111.0
50,73,90,111.0
16,39,113,111.0
51,41,105,111.0
18,60,100,111.0
52,58,100,111.0
54,28,122,111.0
61,8,105,111.0
61,28,95,111.0
61,71,136,111.0
82,60,111,111.0
82,66,112,111.0
83,37,113,111.0
72,85,136,111.0
76,48,122,111.0
76,28,100,111.0
78,37,129,111.0
86,57,133,111.0
10,85,121,111.0
35,6,136,112.0
11,44,100,112.0
13,6,107,112.0
47,41,109,112.0
48,50,122,112.0
15,41,107,112.0
50,37,141,112.0
